,Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,CO,PM10,NO2,AQI category,city,state
9786,11/19/2023,37,PM2.5,Redwood City,06-081-1001,AQS,32,37,7,.,23,Good,San Francisco,CA
9787,11/20/2023,31,Ozone,Hayward,06-001-2001,AQS,31,30,10,18,30,Good,San Francisco,CA
9788,11/21/2023,59,PM2.5,Laney College,06-001-0012,AQS,30,59,15,.,33,Moderate,San Francisco,CA
9789,11/22/2023,58,PM2.5,Laney College,06-001-0012,AQS,29,58,17,.,37,Moderate,San Francisco,CA
9790,11/23/2023,50,PM2.5,San Pablo,06-013-1004,AQS,31,50,14,.,32,Good,San Francisco,CA
9791,11/24/2023,40,PM2.5,Redwood City,06-081-1001,AQS,31,40,10,.,28,Good,San Francisco,CA
9792,11/25/2023,39,PM2.5,Redwood City,06-081-1001,AQS,30,39,13,.,28,Good,San Francisco,CA
9793,11/26/2023,44,PM2.5,Redwood City,06-081-1001,AQS,34,44,15,12,31,Good,San Francisco,CA
9794,11/27/2023,59,PM2.5,Oakland West,06-001-0011,AQS,33,59,20,.,38,Moderate,San Francisco,CA
9795,11/28/2023,66,PM2.5,Laney College,06-001-0012,AQS,32,66,18,.,39,Moderate,San Francisco,CA
9796,11/29/2023,55,PM2.5,Pleasanton - Owens Ct,06-001-0015,AQS,33,55,14,.,28,Moderate,San Francisco,CA
9797,11/30/2023,45,PM2.5,Laney College,06-001-0012,AQS,33,45,11,.,22,Good,San Francisco,CA
9798,12/01/2023,38,PM2.5,Redwood City,06-081-1001,AQS,34,38,7,.,35,Good,San Francisco,CA
9799,12/02/2023,54,PM2.5,San Pablo,06-013-1004,AQS,31,54,6,15,20,Moderate,San Francisco,CA
9800,12/03/2023,53,PM2.5,San Pablo,06-013-1004,AQS,32,53,6,.,20,Moderate,San Francisco,CA
9801,12/04/2023,55,PM2.5,Laney College,06-001-0012,AQS,26,55,8,.,29,Moderate,San Francisco,CA
9802,12/05/2023,59,PM2.5,Laney College,06-001-0012,AQS,27,59,11,.,40,Moderate,San Francisco,CA
9803,12/06/2023,47,PM2.5,Laney College,06-001-0012,AQS,32,47,13,.,25,Good,San Francisco,CA
9804,12/07/2023,36,PM2.5,San Pablo,06-013-1004,AQS,31,36,7,.,32,Good,San Francisco,CA
9805,12/08/2023,33,PM2.5,Laney College,06-001-0012,AQS,31,33,10,11,26,Good,San Francisco,CA
9806,12/09/2023,43,PM2.5,Laney College,06-001-0012,AQS,30,43,15,.,30,Good,San Francisco,CA
9807,12/10/2023,70,PM2.5,Laney College,06-001-0012,AQS,27,70,16,.,29,Moderate,San Francisco,CA
9808,12/11/2023,51,PM2.5,Laney College,06-001-0012,AQS,25,51,17,.,45,Moderate,San Francisco,CA
9809,12/12/2023,47,PM2.5,San Pablo,06-013-1004,AQS,24,47,10,.,27,Good,San Francisco,CA
9810,12/13/2023,54,PM2.5,Livermore,06-001-0007,AQS,31,54,13,.,33,Moderate,San Francisco,CA
9811,12/14/2023,72,PM2.5,Livermore,06-001-0007,AQS,30,72,17,37,36,Moderate,San Francisco,CA
9812,12/15/2023,76,PM2.5,Livermore,06-001-0007,AQS,30,76,11,.,34,Moderate,San Francisco,CA
9813,12/16/2023,73,PM2.5,Laney College,06-001-0012,AQS,33,73,13,.,39,Moderate,San Francisco,CA
9814,12/17/2023,73,PM2.5,Laney College,06-001-0012,AQS,30,73,11,.,33,Moderate,San Francisco,CA
9815,12/18/2023,43,PM2.5,Concord,06-013-0002,AQS,33,43,10,.,23,Good,San Francisco,CA
9816,12/19/2023,38,PM2.5,San Pablo,06-013-1004,AQS,36,38,6,.,25,Good,San Francisco,CA
9817,12/20/2023,33,Ozone,Livermore,06-001-0007,AQS,33,25,8,4,26,Good,San Francisco,CA
9818,12/21/2023,44,PM2.5,San Pablo,06-013-1004,AQS,31,44,15,.,31,Good,San Francisco,CA
9819,12/22/2023,48,PM2.5,San Pablo,06-013-1004,AQS,24,48,17,.,24,Good,San Francisco,CA
9820,12/23/2023,40,PM2.5,San Pablo,06-013-1004,AQS,31,40,13,.,25,Good,San Francisco,CA
9821,12/24/2023,65,PM2.5,Redwood City,06-081-1001,AQS,22,65,16,.,27,Moderate,San Francisco,CA
9822,12/25/2023,62,PM2.5,Laney College,06-001-0012,AQS,22,62,14,.,24,Moderate,San Francisco,CA
9823,12/26/2023,73,PM2.5,Concord,06-013-0002,AQS,25,73,11,26,30,Moderate,San Francisco,CA
9824,12/27/2023,50,PM2.5,Pleasanton - Owens Ct,06-001-0015,AQS,31,50,13,8,25,Good,San Francisco,CA
9825,12/28/2023,51,PM2.5,Concord,06-013-0002,AQS,26,51,10,.,25,Moderate,San Francisco,CA
9826,12/29/2023,53,PM2.5,San Pablo,06-013-1004,AQS,39,53,9,.,20,Moderate,San Francisco,CA
9827,12/30/2023,43,PM2.5,San Pablo,06-013-1004,AQS,35,43,8,.,24,Good,San Francisco,CA
9828,12/31/2023,55,PM2.5,Redwood City,06-081-1001,AQS,30,55,13,.,21,Moderate,San Francisco,CA
9829,01/01/2023,35,PM2.5,Millbrook School,37-183-0014,AQS,23,35,5,11,16,Good,Raleigh,NC
9830,01/02/2023,52,PM2.5,Millbrook School,37-183-0014,AQS,11,52,6,15,10,Moderate,Raleigh,NC
9831,01/03/2023,44,PM2.5,Millbrook School,37-183-0014,AQS,28,44,5,14,15,Good,Raleigh,NC
9832,01/04/2023,25,PM2.5,West Johnston Co.,37-101-0002,AQS,24,25,3,7,14,Good,Raleigh,NC
9833,01/05/2023,22,PM2.5,Millbrook School,37-183-0014,AQS,.,22,3,10,18,Good,Raleigh,NC
9834,01/06/2023,34,Ozone,Millbrook School,37-183-0014,AQS,34,17,5,7,31,Good,Raleigh,NC
9835,01/07/2023,37,PM2.5,Millbrook School,37-183-0014,AQS,22,37,8,11,28,Good,Raleigh,NC
9836,01/08/2023,54,PM2.5,Millbrook School,37-183-0014,AQS,17,54,10,15,19,Moderate,Raleigh,NC
9837,01/09/2023,34,PM2.5,Millbrook School,37-183-0014,AQS,31,34,6,10,26,Good,Raleigh,NC
9838,01/10/2023,45,PM2.5,Millbrook School,37-183-0014,AQS,26,45,9,15,24,Good,Raleigh,NC
9839,01/11/2023,52,PM2.5,Millbrook School,37-183-0014,AQS,33,52,5,17,22,Moderate,Raleigh,NC
9840,01/12/2023,40,PM2.5,Millbrook School,37-183-0014,AQS,35,40,5,13,25,Good,Raleigh,NC
9841,01/13/2023,33,Ozone,Millbrook School,37-183-0014,AQS,33,9,3,4,12,Good,Raleigh,NC
9842,01/14/2023,31,Ozone,Millbrook School,37-183-0014,AQS,31,10,2,3,4,Good,Raleigh,NC
9843,01/15/2023,35,Ozone,Millbrook School,37-183-0014,AQS,35,27,5,6,31,Good,Raleigh,NC
9844,01/16/2023,39,PM2.5,West Johnston Co.,37-101-0002,AQS,28,39,8,12,28,Good,Raleigh,NC
9845,01/17/2023,55,PM2.5,Millbrook School,37-183-0014,AQS,21,55,5,18,27,Moderate,Raleigh,NC
9846,01/18/2023,46,PM2.5,Millbrook School,37-183-0014,AQS,25,46,7,16,24,Good,Raleigh,NC
9847,01/19/2023,52,PM2.5,West Johnston Co.,37-101-0002,AQS,33,52,7,16,19,Moderate,Raleigh,NC
9848,01/20/2023,31,Ozone,Millbrook School,37-183-0014,AQS,31,16,3,8,24,Good,Raleigh,NC
9849,01/21/2023,29,Ozone,Millbrook School,37-183-0014,AQS,29,23,5,7,26,Good,Raleigh,NC
9850,01/22/2023,27,PM2.5,Millbrook School,37-183-0014,AQS,19,27,6,7,18,Good,Raleigh,NC
9851,01/23/2023,31,Ozone,Millbrook School,37-183-0014,AQS,31,13,5,4,11,Good,Raleigh,NC
9852,01/24/2023,34,NO2,Millbrook School,37-183-0014,AQS,30,26,7,8,34,Good,Raleigh,NC
9853,01/25/2023,33,PM2.5,Millbrook School,37-183-0014,AQS,31,33,8,11,24,Good,Raleigh,NC
9854,01/26/2023,34,Ozone,Millbrook School,37-183-0014,AQS,34,15,5,6,21,Good,Raleigh,NC
9855,01/27/2023,33,Ozone,Millbrook School,37-183-0014,AQS,33,26,6,8,33,Good,Raleigh,NC
9856,01/28/2023,35,Ozone,Millbrook School,37-183-0014,AQS,35,31,7,10,27,Good,Raleigh,NC
9857,01/29/2023,42,PM2.5,Millbrook School,37-183-0014,AQS,37,42,7,12,20,Good,Raleigh,NC
9858,01/30/2023,41,PM2.5,Millbrook School,37-183-0014,AQS,24,41,6,12,21,Good,Raleigh,NC
9859,01/31/2023,41,PM2.5,Millbrook School,37-183-0014,AQS,15,41,6,12,15,Good,Raleigh,NC
9860,02/01/2023,19,Ozone,Millbrook School,37-183-0014,AQS,19,13,5,4,7,Good,Raleigh,NC
9861,02/02/2023,43,PM2.5,Millbrook School,37-183-0014,AQS,19,43,5,11,18,Good,Raleigh,NC
9862,02/03/2023,36,Ozone,Millbrook School,37-183-0014,AQS,36,23,5,7,15,Good,Raleigh,NC
9863,02/04/2023,34,Ozone,Millbrook School,37-183-0014,AQS,34,23,5,8,19,Good,Raleigh,NC
9864,02/05/2023,34,PM2.5,West Johnston Co.,37-101-0002,AQS,27,34,5,9,20,Good,Raleigh,NC
9865,02/06/2023,39,Ozone,Millbrook School,37-183-0014,AQS,39,26,6,9,33,Good,Raleigh,NC
9866,02/07/2023,51,PM2.5,Millbrook School,37-183-0014,AQS,35,51,6,17,25,Moderate,Raleigh,NC
9867,02/08/2023,53,PM2.5,Millbrook School,37-183-0014,AQS,44,53,10,19,39,Moderate,Raleigh,NC
9868,02/09/2023,56,PM2.5,Millbrook School,37-183-0014,AQS,36,56,11,21,29,Moderate,Raleigh,NC
9869,02/10/2023,39,Ozone,Millbrook School,37-183-0014,AQS,39,30,5,12,14,Good,Raleigh,NC
9870,02/11/2023,36,Ozone,Millbrook School,37-183-0014,AQS,36,18,2,6,5,Good,Raleigh,NC
9871,02/12/2023,33,Ozone,Millbrook School,37-183-0014,AQS,33,13,2,4,5,Good,Raleigh,NC
9872,02/13/2023,38,Ozone,Millbrook School,37-183-0014,AQS,38,15,7,6,35,Good,Raleigh,NC
9873,02/14/2023,44,Ozone,Millbrook School,37-183-0014,AQS,44,26,8,10,28,Good,Raleigh,NC
9874,02/15/2023,48,Ozone,Millbrook School,37-183-0014,AQS,48,45,6,16,26,Good,Raleigh,NC
9875,02/16/2023,55,PM2.5,Millbrook School,37-183-0014,AQS,42,55,5,19,23,Moderate,Raleigh,NC
9876,02/17/2023,27,Ozone,Millbrook School,37-183-0014,AQS,27,23,5,8,9,Good,Raleigh,NC
9877,02/18/2023,35,Ozone,Millbrook School,37-183-0014,AQS,35,21,5,6,23,Good,Raleigh,NC
9878,02/19/2023,34,PM2.5,Millbrook School,37-183-0014,AQS,34,34,5,10,22,Good,Raleigh,NC
9879,02/20/2023,46,PM2.5,Millbrook School,37-183-0014,AQS,24,46,6,17,24,Good,Raleigh,NC
9880,02/21/2023,53,PM2.5,Millbrook School,37-183-0014,AQS,40,53,6,19,30,Moderate,Raleigh,NC
9881,02/22/2023,56,PM2.5,Millbrook School,37-183-0014,AQS,26,56,7,19,25,Moderate,Raleigh,NC
9882,02/23/2023,49,PM2.5,West Johnston Co.,37-101-0002,AQS,31,49,5,17,18,Good,Raleigh,NC
9883,02/24/2023,42,Ozone,Millbrook School,37-183-0014,AQS,42,32,5,12,13,Good,Raleigh,NC
9884,02/25/2023,32,Ozone,Millbrook School,37-183-0014,AQS,32,23,3,9,12,Good,Raleigh,NC
9885,02/26/2023,36,PM2.5,Millbrook School,37-183-0014,AQS,21,36,5,10,11,Good,Raleigh,NC
9886,02/27/2023,41,PM2.5,West Johnston Co.,37-101-0002,AQS,30,41,5,13,16,Good,Raleigh,NC
9887,02/28/2023,42,Ozone,Millbrook School,37-183-0014,AQS,42,35,6,18,34,Good,Raleigh,NC
9888,03/01/2023,43,PM2.5,Millbrook School,37-183-0014,AQS,37,43,6,19,23,Good,Raleigh,NC
9889,03/02/2023,57,PM2.5,West Johnston Co.,37-101-0002,AQS,28,57,6,19,20,Moderate,Raleigh,NC
9890,03/03/2023,53,PM2.5,West Johnston Co.,37-101-0002,AQS,38,53,6,19,12,Moderate,Raleigh,NC
9891,03/04/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,15,3,6,10,Good,Raleigh,NC
9892,03/05/2023,45,Ozone,West Johnston Co.,37-101-0002,AQS,45,24,5,8,25,Good,Raleigh,NC
9893,03/06/2023,48,PM2.5,Millbrook School,37-183-0014,AQS,44,48,6,17,29,Good,Raleigh,NC
9894,03/07/2023,54,Ozone,West Johnston Co.,37-101-0002,AQS,54,43,6,18,20,Moderate,Raleigh,NC
9895,03/08/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,15,2,7,24,Good,Raleigh,NC
9896,03/09/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,26,5,13,22,Good,Raleigh,NC
9897,03/10/2023,48,PM2.5,West Johnston Co.,37-101-0002,AQS,31,48,6,15,20,Good,Raleigh,NC
9898,03/11/2023,39,Ozone,West Johnston Co.,37-101-0002,AQS,39,15,5,5,8,Good,Raleigh,NC
9899,03/12/2023,29,Ozone,West Johnston Co.,37-101-0002,AQS,29,18,2,5,9,Good,Raleigh,NC
9900,03/13/2023,35,Ozone,West Johnston Co.,37-101-0002,AQS,35,9,3,.,8,Good,Raleigh,NC
9901,03/14/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,13,5,.,21,Good,Raleigh,NC
9902,03/15/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,11,5,.,30,Good,Raleigh,NC
9903,03/16/2023,49,Ozone,West Johnston Co.,37-101-0002,AQS,49,43,7,.,26,Good,Raleigh,NC
9904,03/17/2023,49,PM2.5,Triple Oak,37-183-0021,AQS,44,49,5,.,19,Good,Raleigh,NC
9905,03/18/2023,40,Ozone,Millbrook School,37-183-0014,AQS,40,16,3,.,10,Good,Raleigh,NC
9906,03/19/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,20,3,.,6,Good,Raleigh,NC
9907,03/20/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,21,2,.,23,Good,Raleigh,NC
9908,03/21/2023,47,Ozone,West Johnston Co.,37-101-0002,AQS,47,42,6,.,27,Good,Raleigh,NC
9909,03/22/2023,47,PM2.5,West Johnston Co.,37-101-0002,AQS,42,47,5,.,27,Good,Raleigh,NC
9910,03/23/2023,53,PM2.5,West Johnston Co.,37-101-0002,AQS,42,53,5,.,15,Moderate,Raleigh,NC
9911,03/24/2023,57,PM2.5,Triple Oak,37-183-0021,AQS,43,57,6,.,22,Moderate,Raleigh,NC
9912,03/25/2023,39,PM2.5,West Johnston Co.,37-101-0002,AQS,32,39,5,15,11,Good,Raleigh,NC
9913,03/26/2023,31,PM2.5,Millbrook School,37-183-0014,AQS,31,31,3,13,11,Good,Raleigh,NC
9914,03/27/2023,33,Ozone,West Johnston Co.,37-101-0002,AQS,33,31,5,11,15,Good,Raleigh,NC
9915,03/28/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,39,3,16,18,Good,Raleigh,NC
9916,03/29/2023,46,Ozone,West Johnston Co.,37-101-0002,AQS,46,23,3,8,18,Good,Raleigh,NC
9917,03/30/2023,51,Ozone,West Johnston Co.,37-101-0002,AQS,51,32,5,12,18,Moderate,Raleigh,NC
9918,03/31/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,37,5,15,25,Good,Raleigh,NC
9919,04/01/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,31,3,23,5,Good,Raleigh,NC
9920,04/02/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,14,3,6,18,Good,Raleigh,NC
9921,04/03/2023,45,Ozone,West Johnston Co.,37-101-0002,AQS,45,29,5,12,21,Good,Raleigh,NC
9922,04/04/2023,46,Ozone,Millbrook School,37-183-0014,AQS,46,40,5,16,19,Good,Raleigh,NC
9923,04/05/2023,57,PM2.5,Triple Oak,37-183-0021,AQS,33,57,6,.,9,Moderate,Raleigh,NC
9924,04/06/2023,43,PM2.5,West Johnston Co.,37-101-0002,AQS,29,43,5,.,11,Good,Raleigh,NC
9925,04/07/2023,34,Ozone,West Johnston Co.,37-101-0002,AQS,34,24,3,9,6,Good,Raleigh,NC
9926,04/08/2023,41,Ozone,West Johnston Co.,37-101-0002,AQS,41,18,2,6,6,Good,Raleigh,NC
9927,04/09/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,20,2,8,4,Good,Raleigh,NC
9928,04/10/2023,47,Ozone,West Johnston Co.,37-101-0002,AQS,47,28,2,10,17,Good,Raleigh,NC
9929,04/11/2023,51,Ozone,West Johnston Co.,37-101-0002,AQS,51,34,5,13,21,Moderate,Raleigh,NC
9930,04/12/2023,64,Ozone,Millbrook School,37-183-0014,AQS,64,44,5,16,30,Moderate,Raleigh,NC
9931,04/13/2023,50,Ozone,Millbrook School,37-183-0014,AQS,50,48,5,16,26,Good,Raleigh,NC
9932,04/14/2023,32,Ozone,West Johnston Co.,37-101-0002,AQS,32,27,5,12,16,Good,Raleigh,NC
9933,04/15/2023,40,Ozone,West Johnston Co.,37-101-0002,AQS,40,33,5,12,18,Good,Raleigh,NC
9934,04/16/2023,45,PM2.5,Triple Oak,37-183-0021,AQS,37,45,6,14,16,Good,Raleigh,NC
9935,04/17/2023,49,Ozone,West Johnston Co.,37-101-0002,AQS,49,22,3,12,18,Good,Raleigh,NC
9936,04/18/2023,61,Ozone,West Johnston Co.,37-101-0002,AQS,61,29,5,17,23,Moderate,Raleigh,NC
9937,04/19/2023,80,Ozone,West Johnston Co.,37-101-0002,AQS,80,54,6,26,31,Moderate,Raleigh,NC
9938,04/20/2023,77,Ozone,West Johnston Co.,37-101-0002,AQS,77,58,6,28,29,Moderate,Raleigh,NC
9939,04/21/2023,80,Ozone,West Johnston Co.,37-101-0002,AQS,80,53,5,25,27,Moderate,Raleigh,NC
9940,04/22/2023,38,Ozone,Millbrook School,37-183-0014,AQS,38,28,3,14,8,Good,Raleigh,NC
9941,04/23/2023,45,Ozone,Millbrook School,37-183-0014,AQS,45,24,3,11,13,Good,Raleigh,NC
9942,04/24/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,26,3,10,13,Good,Raleigh,NC
9943,04/25/2023,45,Ozone,West Johnston Co.,37-101-0002,AQS,45,41,3,14,17,Good,Raleigh,NC
9944,04/26/2023,48,Ozone,West Johnston Co.,37-101-0002,AQS,48,39,3,14,17,Good,Raleigh,NC
9945,04/27/2023,35,Ozone,West Johnston Co.,37-101-0002,AQS,35,33,3,11,9,Good,Raleigh,NC
9946,04/28/2023,35,Ozone,West Johnston Co.,37-101-0002,AQS,35,21,3,10,14,Good,Raleigh,NC
9947,04/29/2023,35,Ozone,Millbrook School,37-183-0014,AQS,35,32,5,10,10,Good,Raleigh,NC
9948,04/30/2023,35,Ozone,West Johnston Co.,37-101-0002,AQS,35,28,3,13,9,Good,Raleigh,NC
9949,05/01/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,23,3,10,18,Good,Raleigh,NC
9950,05/02/2023,50,Ozone,West Johnston Co.,37-101-0002,AQS,50,24,3,14,18,Good,Raleigh,NC
9951,05/03/2023,41,Ozone,West Johnston Co.,37-101-0002,AQS,41,23,5,9,25,Good,Raleigh,NC
9952,05/04/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,21,5,6,23,Good,Raleigh,NC
9953,05/05/2023,49,Ozone,West Johnston Co.,37-101-0002,AQS,49,34,3,11,15,Good,Raleigh,NC
9954,05/06/2023,58,Ozone,Millbrook School,37-183-0014,AQS,58,45,5,15,21,Moderate,Raleigh,NC
9955,05/07/2023,44,Ozone,West Johnston Co.,37-101-0002,AQS,44,43,5,14,8,Good,Raleigh,NC
9956,05/08/2023,54,Ozone,Millbrook School,37-183-0014,AQS,54,34,6,13,17,Moderate,Raleigh,NC
9957,05/09/2023,54,Ozone,West Johnston Co.,37-101-0002,AQS,54,43,5,13,14,Moderate,Raleigh,NC
9958,05/10/2023,47,Ozone,West Johnston Co.,37-101-0002,AQS,47,35,3,13,18,Good,Raleigh,NC
9959,05/11/2023,51,Ozone,West Johnston Co.,37-101-0002,AQS,51,45,5,19,20,Moderate,Raleigh,NC
9960,05/12/2023,61,Ozone,West Johnston Co.,37-101-0002,AQS,61,45,5,20,22,Moderate,Raleigh,NC
9961,05/13/2023,56,PM2.5,Millbrook School,37-183-0014,AQS,44,56,5,21,9,Moderate,Raleigh,NC
9962,05/14/2023,53,PM2.5,West Johnston Co.,37-101-0002,AQS,44,53,3,17,9,Moderate,Raleigh,NC
9963,05/15/2023,49,PM2.5,Millbrook School,37-183-0014,AQS,49,49,2,19,9,Good,Raleigh,NC
9964,05/16/2023,58,PM2.5,West Johnston Co.,37-101-0002,AQS,44,58,5,20,20,Moderate,Raleigh,NC
9965,05/17/2023,48,Ozone,Millbrook School,37-183-0014,AQS,48,37,5,16,15,Good,Raleigh,NC
9966,05/18/2023,49,Ozone,West Johnston Co.,37-101-0002,AQS,49,35,3,17,12,Good,Raleigh,NC
9967,05/19/2023,33,Ozone,West Johnston Co.,37-101-0002,AQS,33,29,2,11,8,Good,Raleigh,NC
9968,05/20/2023,38,Ozone,West Johnston Co.,37-101-0002,AQS,38,30,5,11,8,Good,Raleigh,NC
9969,05/21/2023,62,PM2.5,Millbrook School,37-183-0014,AQS,35,62,5,21,11,Moderate,Raleigh,NC
9970,05/22/2023,63,PM2.5,Millbrook School,37-183-0014,AQS,49,63,5,22,12,Moderate,Raleigh,NC
9971,05/23/2023,57,PM2.5,Millbrook School,37-183-0014,AQS,49,57,3,21,7,Moderate,Raleigh,NC
9972,05/24/2023,49,Ozone,Millbrook School,37-183-0014,AQS,49,35,2,16,9,Good,Raleigh,NC
9973,05/25/2023,48,PM2.5,Millbrook School,37-183-0014,AQS,44,48,2,19,6,Good,Raleigh,NC
9974,05/26/2023,42,Ozone,West Johnston Co.,37-101-0002,AQS,42,20,2,12,6,Good,Raleigh,NC
9975,05/27/2023,35,Ozone,West Johnston Co.,37-101-0002,AQS,35,28,2,9,2,Good,Raleigh,NC
9976,05/28/2023,32,Ozone,Millbrook School,37-183-0014,AQS,32,12,2,6,2,Good,Raleigh,NC
9977,05/29/2023,23,PM2.5,West Johnston Co.,37-101-0002,AQS,17,23,3,6,8,Good,Raleigh,NC
9978,05/30/2023,37,Ozone,West Johnston Co.,37-101-0002,AQS,37,29,3,9,9,Good,Raleigh,NC
9979,05/31/2023,52,PM2.5,Millbrook School,37-183-0014,AQS,35,52,3,19,5,Moderate,Raleigh,NC
9980,06/01/2023,41,PM2.5,Millbrook School,37-183-0014,AQS,28,41,2,15,7,Good,Raleigh,NC
9981,06/02/2023,45,PM2.5,Millbrook School,37-183-0014,AQS,33,45,3,14,12,Good,Raleigh,NC
9982,06/03/2023,58,Ozone,Millbrook School,37-183-0014,AQS,58,50,3,17,9,Moderate,Raleigh,NC
9983,06/04/2023,44,PM2.5,Millbrook School,37-183-0014,AQS,31,44,2,14,8,Good,Raleigh,NC
9984,06/05/2023,50,Ozone,Millbrook School,37-183-0014,AQS,50,40,5,15,18,Good,Raleigh,NC
9985,06/06/2023,78,PM2.5,Millbrook School,37-183-0014,AQS,61,78,6,32,27,Moderate,Raleigh,NC
9986,06/07/2023,95,PM2.5,West Johnston Co.,37-101-0002,AQS,46,95,7,42,20,Moderate,Raleigh,NC
9987,06/08/2023,108,PM2.5,Millbrook School,37-183-0014,AQS,71,108,5,45,23,Unhealthy for Sensitive Groups,Raleigh,NC
9988,06/09/2023,125,PM2.5,Millbrook School,37-183-0014,AQS,67,125,6,52,27,Unhealthy for Sensitive Groups,Raleigh,NC
9989,06/10/2023,90,PM2.5,Millbrook School,37-183-0014,AQS,71,90,8,36,29,Moderate,Raleigh,NC
9990,06/11/2023,80,Ozone,West Johnston Co.,37-101-0002,AQS,80,76,5,29,8,Moderate,Raleigh,NC
9991,06/12/2023,55,PM2.5,West Johnston Co.,37-101-0002,AirNow,43,55,5,12,13,Moderate,Raleigh,NC
9992,06/13/2023,61,Ozone,Millbrook School,37-183-0014,AQS,61,40,5,13,18,Moderate,Raleigh,NC
9993,06/14/2023,74,Ozone,Millbrook School,37-183-0014,AQS,74,51,5,20,20,Moderate,Raleigh,NC
9994,06/15/2023,80,Ozone,Millbrook School,37-183-0014,AQS,80,61,5,20,19,Moderate,Raleigh,NC
9995,06/16/2023,90,Ozone,Millbrook School,37-183-0014,AQS,90,69,5,25,14,Moderate,Raleigh,NC
9996,06/17/2023,81,PM2.5,West Johnston Co.,37-101-0002,AirNow,80,81,5,31,14,Moderate,Raleigh,NC
9997,06/18/2023,82,PM2.5,Millbrook School,37-183-0014,AQS,77,82,6,31,16,Moderate,Raleigh,NC
9998,06/19/2023,76,PM2.5,Millbrook School,37-183-0014,AQS,54,76,6,33,21,Moderate,Raleigh,NC
9999,06/20/2023,57,PM2.5,Millbrook School,37-183-0014,AQS,36,57,3,21,15,Moderate,Raleigh,NC
10000,06/21/2023,41,PM2.5,West Johnston Co.,37-101-0002,AirNow,31,41,3,10,6,Good,Raleigh,NC
10001,06/22/2023,29,Ozone,West Johnston Co.,37-101-0002,AQS,29,22,3,9,9,Good,Raleigh,NC
10002,06/23/2023,37,Ozone,West Johnston Co.,37-101-0002,AQS,37,30,5,13,11,Good,Raleigh,NC
10003,06/24/2023,34,Ozone,Millbrook School,37-183-0014,AQS,34,28,5,11,8,Good,Raleigh,NC
10004,06/25/2023,48,PM2.5,Millbrook School,37-183-0014,AQS,47,48,5,16,12,Good,Raleigh,NC
10005,06/26/2023,51,PM2.5,Millbrook School,37-183-0014,AQS,50,51,5,19,12,Moderate,Raleigh,NC
10006,06/27/2023,54,Ozone,Millbrook School,37-183-0014,AQS,54,48,6,17,16,Moderate,Raleigh,NC
10007,06/28/2023,84,PM2.5,Millbrook School,37-183-0014,AQS,64,84,6,36,13,Moderate,Raleigh,NC
10008,06/29/2023,130,PM2.5,Millbrook School,37-183-0014,AQS,71,130,8,56,11,Unhealthy for Sensitive Groups,Raleigh,NC
10009,06/30/2023,110,PM2.5,Millbrook School,37-183-0014,AQS,58,110,8,51,18,Unhealthy for Sensitive Groups,Raleigh,NC
10010,07/01/2023,76,PM2.5,Millbrook School,37-183-0014,AQS,44,76,7,31,11,Moderate,Raleigh,NC
10011,07/02/2023,59,PM2.5,Millbrook School,37-183-0014,AQS,33,59,5,22,8,Moderate,Raleigh,NC
10012,07/03/2023,62,PM2.5,Millbrook School,37-183-0014,AQS,40,62,5,23,8,Moderate,Raleigh,NC
10013,07/04/2023,57,PM2.5,Millbrook School,37-183-0014,AQS,47,57,3,20,13,Moderate,Raleigh,NC
10014,07/05/2023,48,PM2.5,Millbrook School,37-183-0014,AQS,45,48,5,17,14,Good,Raleigh,NC
10015,07/06/2023,45,PM2.5,Triple Oak,37-183-0021,AQS,45,45,5,15,15,Good,Raleigh,NC
10016,07/07/2023,49,PM2.5,Millbrook School,37-183-0014,AQS,48,49,6,17,11,Good,Raleigh,NC
10017,07/08/2023,47,PM2.5,Millbrook School,37-183-0014,AQS,37,47,5,17,9,Good,Raleigh,NC
10018,07/09/2023,34,PM2.5,Millbrook School,37-183-0014,AQS,33,34,5,13,9,Good,Raleigh,NC
10019,07/10/2023,44,PM2.5,West Johnston Co.,37-101-0002,AQS,38,44,3,12,10,Good,Raleigh,NC
10020,07/11/2023,50,Ozone,Millbrook School,37-183-0014,AQS,50,43,5,15,18,Good,Raleigh,NC
10021,07/12/2023,58,Ozone,Millbrook School,37-183-0014,AQS,58,54,6,19,15,Moderate,Raleigh,NC
